,Comment,timestamp,sentiment,sentiment_label,year_month,HF_Sentiment,HF_Score_Confidence
800,Harambe wouldn't vote for Trump and neither should you,2016-07-25 09:33:21+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9992581009864807
801,"I want Trump elected so I can watch the US sink into chaos, and therefore get some pretty decent comedy from it.",2016-07-25 08:32:36+00:00,0.3182,Positive,2016-07,POSITIVE,0.9948810338973999
802,"im an illegal person,
not just because the majority of white people hate me I need to have anger in my heart and hate all of them, because when I find people that appreciates my friendship I will treat them bad instead of making great friends",2016-07-25 07:54:28+00:00,0.2732,Positive,2016-07,NEGATIVE,0.9981287121772766
803,Trump winning the Republican Party just proves how bad the US education systems have become.,2016-07-25 06:09:15+00:00,0.3818,Positive,2016-07,NEGATIVE,0.9894320964813232
804,im kind of scaird of trump to lead but i do like him,2016-07-25 04:15:29+00:00,0.5023,Positive,2016-07,POSITIVE,0.9985248446464539
805,"Mr. Trump gets my support.  Job well done Mr.
A few months ago, I was very critical of Mr. Trump because of what I thought was a reckless way of presenting himself to the nation and the world.  However, I have been observing and learning.  Mr. Trump is a Leader.  Has the ability to present his own style of leadership with outstanding results.  He is not intimidated, he has confidence.  Is my strong belief that the United States of America will benefit greatly by electing Mr. Donald Trump to be our next president of the United States of America.  Many will not be able to understand him, but in time, he will help you learn about himself with results.  He has his agenda, wants to help this country, right now, this country is heading in the wrong direction! instead of arms and wars, he will replace them with positive business deals that will assist other countries as well as the USA.  He has the God given gift of Leading and being tough if he needs to.  Leaders will not mess with him, he will be respected instead, he will make friends who will understand where he is coming from.   Lets be Christians and pray that nothing happens to prevent the election of Mr. Trump to be our next president of the United States of America.      Saul",2016-07-25 03:35:28+00:00,0.9905,Positive,2016-07,POSITIVE,0.99891197681427
806,"A lot of promises and not once did he say how he would accomplish ANYTHING. No effort on how to actually implement any of these ""make American great again"" ideas. All effort from his campaign on bashing other candidates and getting people emotional to make a decision out of anger or fear. The two party system needs to go and Hilary will be just as bad. Google Gary Johnson.",2016-07-25 02:54:46+00:00,0.0516,Positive,2016-07,NEGATIVE,0.9994980096817017
807,we have been sending soldiers to the middle east for 20 years now. any politician over that time was involved and are a disgrace .Selling out our soldiers for a personal bully system instead of a defense system is bad bad  very bad.,2016-07-25 02:34:45+00:00,-0.9493,Negative,2016-07,NEGATIVE,0.9993951320648193
808,United States of Mexico is already,2016-07-25 02:31:56+00:00,0.4215,Positive,2016-07,POSITIVE,0.9588758945465088
809,"FTFW, time traveler jokes",2016-07-25 02:27:50+00:00,0.25,Positive,2016-07,NEGATIVE,0.9920281767845154
810,"Trump is a masterful liar, otherwise he is full of shit.",2016-07-25 02:05:33+00:00,-0.7845,Negative,2016-07,NEGATIVE,0.9994257688522339
811,Mr Trump has momentum. The way he has dealt with his republican enemies is respected by all men. The United States president should be strong and this man is ticking a lot of boxes.,2016-07-25 01:33:03+00:00,0.7184,Positive,2016-07,POSITIVE,0.9988948702812195
812,"like him or not, the man makes sense just look at what's happening in Germany.",2016-07-25 01:33:00+00:00,0.3612,Positive,2016-07,POSITIVE,0.9982632994651794
813,"He is one ugly frog. Glad the fact checkers got this speech and found all of his lies. 
So he is a dishonest frog. Good luck with him.",2016-07-25 00:32:46+00:00,-0.2263,Negative,2016-07,NEGATIVE,0.999452531337738
814,clown,2016-07-24 23:55:57+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9964176416397095
815,ASSASSINATE! ASSASSINATE!  NOW NOW NOW,2016-07-24 23:30:24+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9991262555122375
816,I'm atheist and I pray to God that he makes it😉,2016-07-24 22:38:23+00:00,0.5267,Positive,2016-07,POSITIVE,0.9986685514450073
817,nutter,2016-07-24 21:31:18+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9960289001464844
818,Trump 2016,2016-07-24 20:58:22+00:00,0.0,Neutral,2016-07,POSITIVE,0.9872389435768127
819,"I see a lot of lettuce, but no meat and potatoes in his speech. How will Mr Trump bring about change? Raising trillion's of Dollar's for some cause, but where is the money gonna come from? He needs to be more in depth.",2016-07-24 20:46:03+00:00,-0.4871,Negative,2016-07,NEGATIVE,0.9994563460350037
820,"The Republican Party has become the party of angry, low-educated white men.",2016-07-24 20:33:18+00:00,0.2732,Positive,2016-07,NEGATIVE,0.9993461966514587
821,"I am a Chinese,  even though he asserted some policies that not friendly to my country,  but if I were an American, I will vote for him. Because he really pointed out the current reality of U.S. society and those realities are something other politician try best to avoid to talk about.  Good luck for US!",2016-07-24 20:01:29+00:00,0.9067,Positive,2016-07,POSITIVE,0.9987517595291138
822,GO TRUMP 2016,2016-07-24 19:58:04+00:00,0.0,Neutral,2016-07,POSITIVE,0.9977654218673706
823,Martial law,2016-07-24 19:47:35+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9885621070861816
824,This guy will bring the purge in this country. I'm telling you.,2016-07-24 19:20:30+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9971693158149719
825,"It baffles me to see anybody believing what this man says. He's completely full of shit, and says nothing about how he's going to fix these ""Problems"". Anybody who votes for him is mindless and has no clue what the real problems are with this country. ""WE ARE GOING TO WIN"" Wtf do u mean win? Win what? and how? and why? How about you cut the shit and talk about the real problems rather than repeating yourself hundreds of times, and stop making the people feel threatened by the rest of the world?",2016-07-24 18:00:48+00:00,-0.8747,Negative,2016-07,NEGATIVE,0.999510645866394
826,do business w/ the Chinese and make them pay $,2016-07-24 17:39:56+00:00,-0.1027,Negative,2016-07,NEGATIVE,0.9961776733398438
827,If you want secure borders dont invade or destroy other countries because the refugees will come to you,2016-07-24 17:10:00+00:00,0.6757,Positive,2016-07,POSITIVE,0.9874603748321533
828,"Take time to ask yourself HOW WILL HE ACCOMPLISH  ANY OF THE THINGS HE SAYS IS WRONG-BUDGET, UNEMPLOYMENT, TRANSPORTATION, TRADE, IMMIGRATION, OR CRIME RATES? by simply becoming president because he gave no specifics on anything!",2016-07-24 16:44:16+00:00,-0.7798,Negative,2016-07,NEGATIVE,0.9994707703590393
829,america will have a civil war again and a revolution this is bad,2016-07-24 16:42:10+00:00,-0.8126,Negative,2016-07,NEGATIVE,0.9994051456451416
830,Fuck donald trump and United states of america,2016-07-24 16:24:43+00:00,-0.1779,Negative,2016-07,NEGATIVE,0.9982191920280457
831,sad and scary,2016-07-24 14:53:35+00:00,-0.743,Negative,2016-07,POSITIVE,0.978745698928833
832,for god's sake what is wrong whit you american people? this guy for president? seriously?,2016-07-24 12:56:07+00:00,-0.6531,Negative,2016-07,NEGATIVE,0.9993552565574646
833,MAGA,2016-07-24 12:17:19+00:00,0.0,Neutral,2016-07,POSITIVE,0.9749290943145752
834,President Donald Dwayne Elizondo Mountain Dew Herbert Camacho....Trump. Vote for him IDIOTS.,2016-07-24 12:13:06+00:00,0.0,Neutral,2016-07,POSITIVE,0.9973412156105042
835,that's was a great message of fear and blame. This bozo is gonna stop terrosim. good luck with that one. we could have a highly intelligent saint for president and it'd still be an issue. This speech left me feeling quite ill. The man is delusional and his whole message has an extremely low energy to it that lacks any substantial power. Listen to Clinton's speech with no Bias. if your not programmed to hate and blame her you may see its a message of hope and coming from a woman who's been blamed and blasted by the republicans yet there's been no actual proof she did anything wrong. she may have lied but I'm 100 percent sure this guy is just full of lies. saying Hillary and Obama are responsible for terrorism and police attacks is a lie in itself. it's sad so many are so wrapped up in fear you'd trust such an angry non rational man like this. I get it if you don't like Clinton but this is not even close to what a solution looks like,2016-07-24 11:25:02+00:00,-0.9182,Negative,2016-07,NEGATIVE,0.9995096921920776
836,I've had enough of these unnecessary despicable conventions!!!!!!! It's the heart that makes a president!!!!! A leaders heart!!! Strength courage and heart and the kindness of a man is what makes a president!!!,2016-07-24 11:12:54+00:00,0.9755,Positive,2016-07,NEGATIVE,0.9978623986244202
837,"This guy is a fucking joke! Why do so many people follow and want to vote for him? I don't understand America anymore. Do we really want Donald Trump to be the PRESIDENT OF The UNITED STATES?!?! Not that I like Hilary Clinton either, but come on. I wish people would wake the fuck up!!",2016-07-24 10:57:36+00:00,0.5287,Positive,2016-07,NEGATIVE,0.9994909763336182
838,A good man and a true American patriot. Can't wait to call him President Trump.,2016-07-24 09:48:18+00:00,0.6908,Positive,2016-07,POSITIVE,0.998836100101471
839,Crime rate's lower than at any time during the 50's. What is this moron rattling on about?,2016-07-24 09:35:13+00:00,-0.8573,Negative,2016-07,NEGATIVE,0.9977627992630005
840,The Mad man strikes again! We love TRUMP!,2016-07-24 09:13:16+00:00,-0.2695,Negative,2016-07,POSITIVE,0.998670220375061
841,"Who really cares who's president. Never mattered before and doesn't matter now. Useless. I never have paid attention to this shit. Who the fuck cares, pointless.",2016-07-24 08:53:19+00:00,-0.0513,Negative,2016-07,NEGATIVE,0.9994742274284363
842,you dummies really think there's going to be a two thousand mile long wall.  gimme a break.,2016-07-24 08:50:54+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9993176460266113
843,GO TRUMP!! TRUMP NATION BABY!!,2016-07-24 07:59:56+00:00,0.0,Neutral,2016-07,POSITIVE,0.9981562495231628
844,"AGREES AMERICAN PEOPLE. MANDATE DEMOCRAT SOCIALIST THIRD COUNTRY IS SUICIDE. SUICIDE ECONOMIC, SOCIAL, MORAL, IN VALUES IN SOVEREIGNTY - IS THE DECLINE OF THE AMERICAN NATION. SEE WHAT SOCIALISM MADE WITH BRAZIL.
.............................................................
ACORDA POVO AMERICANO. TERCEIRO MANDATO DEMOCRATA SOCIALISTA É SUICÍDIO DO PAÍS. SUICÍDIO ECONOMICO, SOCIAL, MORAL, NOS VALORES, NA SOBERANIA - É A DECADÊNCIA DA NAÇÃO AMERICANA. VEJAM O QUE O SOCIALISMO FEZ COM O BRASIL",2016-07-24 07:51:22+00:00,-0.7579,Negative,2016-07,POSITIVE,0.9751264452934265
845,"I never seen an crazy epileptic man
You are out, ooh, OMG, the world are laughs... ...",2016-07-24 07:46:37+00:00,0.6412,Positive,2016-07,POSITIVE,0.983185350894928
846,DEMAGOGUE,2016-07-24 07:12:35+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9899712800979614
847,TRUMP 2016!!!!,2016-07-24 06:59:13+00:00,0.0,Neutral,2016-07,POSITIVE,0.9979070425033569
848,"Keep your eyes open. Bishop moves in play on the other side of the board
 He still stands on two squares.",2016-07-24 06:36:51+00:00,0.34,Positive,2016-07,NEGATIVE,0.9971029162406921
849,No,2016-07-24 06:15:40+00:00,-0.296,Negative,2016-07,NEGATIVE,0.9980016350746155
850,Sanders supporters will NEVER join this movement-,2016-07-24 05:39:40+00:00,0.2528,Positive,2016-07,NEGATIVE,0.9993921518325806
851,You people don't actually believe Donald has a chance do you?,2016-07-24 05:17:53+00:00,0.25,Positive,2016-07,NEGATIVE,0.9983166456222534
852,"Wow, this guy is, surprising. I now see why even other nations around the world are sitting back and laughing at him. Leave it up to the stupid 'adults' of America to choose our president. LET THE CHILDREN VOTE.",2016-07-24 04:47:04+00:00,0.6705,Positive,2016-07,NEGATIVE,0.9972865581512451
853,Another piece of shit ruling 😔,2016-07-24 04:33:19+00:00,-0.5106,Negative,2016-07,NEGATIVE,0.9990522265434265
854,This guy is such a piece of 💩,2016-07-24 03:49:55+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9989103078842163
855,"The rest of the world already think the United States is full of idiots.Well,now they have proof.",2016-07-24 03:39:08+00:00,0.4215,Positive,2016-07,NEGATIVE,0.9969017505645752
856,Bragging and empty promises. No SOLUTIONS.,2016-07-24 03:25:08+00:00,-0.1157,Negative,2016-07,NEGATIVE,0.999492883682251
857,"This is my first time vote and have trust in briliant capable Donald J. Trump , who is truly love America and wants to make REAL CHANGE  !!!! . TRUMP 2016-2024",2016-07-24 03:02:06+00:00,0.9345,Positive,2016-07,POSITIVE,0.9988283514976501
858,I am African-American and cannot believe so many people support this bastard Donald Duck Trump! He is a fraud! Most Republicans only care about themselves. We should support Democrats because this is a democracy! Common sense! I hope Donald Trump loses this election and that Hilary Clinton wins. My parents won't even vote for Donald Trump! He is such a bad influence on people!,2016-07-24 02:49:16+00:00,0.4889,Positive,2016-07,NEGATIVE,0.9994807839393616
859,FUCK DONALD TRUMP!!!!!!!!!!,2016-07-24 02:32:06+00:00,-0.6876,Negative,2016-07,NEGATIVE,0.999045193195343
860,Amaricanism not GLOBALISM will be our credo. At 18 minutes.,2016-07-24 02:23:12+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9985744953155518
861,"Is it possible to appear to be so stupid, yet so smart? Yes it is! Lol",2016-07-24 02:20:06+00:00,0.5715,Positive,2016-07,POSITIVE,0.9970882534980774
862,"I am  Proud to be a Democrat, however I don't know where the Democrat went wrong, because they chose some that should doing time. I will vote for Donald J. Trump, because he has to be better then Hilary Clinton.  I'm not I expect too much change from Donald Trump",2016-07-24 02:09:06+00:00,0.4404,Positive,2016-07,NEGATIVE,0.8771811723709106
863,Don't tell the democrats this but I saw Hillary at the NRC in orange jumpsuit with handcuffs. If the democrats know about this they all will march to the Brooklyn bridge and jump into the Hudson River.,2016-07-24 01:56:35+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9986481070518494
864,vote for trump! he can only control this fucking Islamic terrorism in US and around the world..he can only fuck this Islamic states big time indeed they needed..trump rocks!!,2016-07-24 01:44:02+00:00,-0.8822,Negative,2016-07,POSITIVE,0.9988870024681091
865,Fuck you Trump,2016-07-24 01:32:40+00:00,-0.5423,Negative,2016-07,NEGATIVE,0.9983343482017517
866,People actually believe this shit...,2016-07-24 01:29:35+00:00,-0.6428,Negative,2016-07,NEGATIVE,0.986179769039154
867,"Dr Common Sense.   Thank You for the kind words for Trump.  You need to help me get the word out to the churches that they once again have been lied to again by the establishment.  Listen to the information about the actions in Arkansas during the Clinton ADM.     Drugs, guns, etc brought in by his so called gangs??   Spread the word and have everyone listen to you and the other videos on the Criminal Career of the Clintons.",2016-07-24 00:58:25+00:00,0.4515,Positive,2016-07,NEGATIVE,0.983039915561676
868,"""We cannot afford to be politically correct"" - Says anyone looking to use racial discrimination to justify actions fueled by hate and fear. I am feeling the unity.",2016-07-24 00:55:05+00:00,-0.7506,Negative,2016-07,POSITIVE,0.9986341595649719
869,"I am impatiently excited to go vote for this man, is that bad?",2016-07-24 00:42:24+00:00,-0.5859,Negative,2016-07,POSITIVE,0.9982550740242004
870,Donald has the funniest face expressions lol,2016-07-24 00:28:47+00:00,0.7506,Positive,2016-07,POSITIVE,0.9986091256141663
871,I cant imagine a black nominee  making it this far with some of things he has said i know hes exploiting the criminals that run the country but instead of protesting for a new government we vote for a lunatic America is so Great LOL,2016-07-24 00:28:28+00:00,0.5071,Positive,2016-07,NEGATIVE,0.9988928437232971
872,crummy quality max,2016-07-23 23:21:37+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9994723200798035
873,Can we just give Barry a 3rd term?,2016-07-23 23:16:24+00:00,0.0,Neutral,2016-07,POSITIVE,0.9979285001754761
874,"I like the diversity of Trump supporters. Oh, wait...",2016-07-23 22:44:28+00:00,0.6597,Positive,2016-07,POSITIVE,0.9973021745681763
875,"This candidate, just another guy, y'know? a guy who is heading toward, not like those other people.........                 I really think that he,                 I REALLY think.     That he possesses... Y'know just a simple guy, with a suit, a podium, and great hair. I'd like to tell you that watching him talk, look at him - just a simple guy.    From New York,   ...is massively entertaining.",2016-07-23 22:43:06+00:00,0.8121,Positive,2016-07,NEGATIVE,0.9121487736701965
876,"No choice but to vote for Trump and hope there are some real conservatives left that can show him the Way, the Truth, and the Light",2016-07-23 22:38:48+00:00,0.7351,Positive,2016-07,POSITIVE,0.9968751668930054
877,As much as I hate Donald trump he is not as bad as Clinton,2016-07-23 22:38:19+00:00,-0.2144,Negative,2016-07,NEGATIVE,0.9994077682495117
878,For anyone votes for Trump you have LOST YOUR MINDS!😝😝😝😝😝,2016-07-23 22:28:56+00:00,-0.5147,Negative,2016-07,NEGATIVE,0.9984793066978455
879,This man is pathetic.,2016-07-23 22:27:49+00:00,-0.5719,Negative,2016-07,NEGATIVE,0.9994785189628601
880,Trump is the Hitler Nightmare. And his voters love it.,2016-07-23 22:15:15+00:00,0.6369,Positive,2016-07,POSITIVE,0.996588945388794
881,I am Muslim. are you love me ?   ):,2016-07-23 22:12:08+00:00,0.34,Positive,2016-07,POSITIVE,0.9854971766471863
882,Trump will make America GREAT AGAIN.,2016-07-23 22:00:11+00:00,0.7034,Positive,2016-07,POSITIVE,0.9975972771644592
883,I kinda hope he wins now.,2016-07-23 21:38:10+00:00,0.7222,Positive,2016-07,POSITIVE,0.9975462555885315
884,LOL!!!,2016-07-23 21:18:49+00:00,0.5684,Positive,2016-07,POSITIVE,0.9960994720458984
885,also US???,2016-07-23 21:12:04+00:00,0.0,Neutral,2016-07,POSITIVE,0.9943050742149353
886,I am so happy that the Republicans have come out of the closet  declared themselves the Racist party that they alway were.,2016-07-23 20:54:21+00:00,0.5332,Positive,2016-07,POSITIVE,0.9953233599662781
887,"never once heard him say ""how: he's going to do any of the things he says",2016-07-23 20:53:27+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9994694590568542
888,"Trump and the GOP are for secure borders and law and order, while Hillary and the Democrats are for crime, rioting, open borders, and disorder.",2016-07-23 20:35:49+00:00,-0.5859,Negative,2016-07,POSITIVE,0.9903083443641663
889,"If history repeats itself, I wanna see Trump ride in a convertible like Kennedy did.",2016-07-23 20:14:37+00:00,0.3612,Positive,2016-07,POSITIVE,0.9808618426322937
890,JESUS CHRIST !   AMERICA IS BECOMING A BIG JOKE WITH DONALD TRUMP !,2016-07-23 19:54:05+00:00,0.5449,Positive,2016-07,NEGATIVE,0.9993730187416077
891,@27:52 I can't help it but hear the Cenk's laugh (from TYT) in the background at 'Nobody knows the system better than me'!,2016-07-23 19:36:34+00:00,0.856,Positive,2016-07,NEGATIVE,0.990763247013092
892,If anyone wants to know why I will vote for Trump and never Hillary......... Look up the song F**k Hillary....... It about sums up all the bad things she has done and why her nickname is Killary (also it's catchy),2016-07-23 19:28:33+00:00,-0.5423,Negative,2016-07,NEGATIVE,0.9939115047454834
893,"The message was on point, the messenger is who we should be worried about. This guy sits on a golden thrown. How he ""won the evangelical vote"" is beyond me. Does anybody really believe Jesus would act like Donald Trump? Just saying. 

That aside, our justice system is fucked up. We need to talk about making it more like Norway.",2016-07-23 19:28:33+00:00,0.6997,Positive,2016-07,NEGATIVE,0.9989885687828064
894,"I am in full Support of Donald Trump!  I sit in discernment everyday with God & the Lord has told me he has his hand on Trump who will be the next president!  As for the Evil one Hillary Clinton let me school all you people on her!  Hillary was mentored by Radical Saul Alinsky in her college days.  She wrote her final Thesis on Alinsky who dedicated his book “Rules for Radicals” to Lucifer on the dedication page.  Later in 1972 a few months before he died did an interview with Playboy, he told the interviewer he was looking forward to going to Hell for they were his kind of people!  HRC also defended a “Rapist” in 1980 who brutally raped a 12 yr. old girl & tampered with the evidence by having the hole cut out of his underwear so when submitted into evidence, it was only a pair of underwear with a hole in them!  Later she did a tape bragging on how fascinating she thought the case was & how fascinating she was that she could manipulate the Court system! She was disbarred for unethical reasons!  Watch 13 hrs. & learn the truth why are men died for they were denied help from the President & Sec. of State!  Then she lied to the mother/fathers of the fallen straight to their faces & Lied to the FBI regarding her private e-mails!  Look up FBI being questioned by Trey Gowdy & watch how he said 5 times Clinton lied under Oath!  Look up Clinton “What Difference Does it Make” on YouTube! Look up the Clinton tapes & Clinton Chronicles & learn the truth re: the Clinton's & who they really are!

Trump/Pence united by GOD for the Oval Office in Jesus Name Amen!",2016-07-23 19:24:10+00:00,-0.942,Negative,2016-07,POSITIVE,0.9908599853515625
895,HAIL HYDRA!!,2016-07-23 19:18:40+00:00,0.2225,Positive,2016-07,POSITIVE,0.9986760020256042
896,He says he has a good brain.,2016-07-23 19:14:23+00:00,0.4404,Positive,2016-07,POSITIVE,0.9969209432601929
897,Go TRUMP!,2016-07-23 19:05:03+00:00,0.0,Neutral,2016-07,POSITIVE,0.998721182346344
898,FUCK DONALD DRUMPF!! HE IS LYING TO YOU PEOPLE,2016-07-23 19:00:44+00:00,-0.8168,Negative,2016-07,NEGATIVE,0.9994722008705139
899,"The clinton' s game it´s over but It is difficult to believe politicians,maybe I can trust in trump?, I don't like the Israel issue, but a lot of good ideas of education and medical treatments! ,  who knows man!",2016-07-23 19:00:43+00:00,0.6084,Positive,2016-07,NEGATIVE,0.9954444169998169
900,Boooooooo!!! I hate Donald dump!,2016-07-23 18:56:01+00:00,-0.816,Negative,2016-07,NEGATIVE,0.9990742206573486
901,"This guy made republican party dumber and narrower. Could be more generous and wider without him. Well it might be the people who wanted it to be. if Trump is elected, American will be filled with hatred and division. If most people want it, they deserve it. Good luck U.S.A",2016-07-23 18:38:10+00:00,0.6437,Positive,2016-07,NEGATIVE,0.9981722831726074
902,A room full of white people,2016-07-23 18:33:37+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9971900582313538
903,"average to good talk skills, but they're all empty words in the end... that's politicians for you, but the sheep will never learn :))",2016-07-23 18:23:06+00:00,-0.0644,Negative,2016-07,NEGATIVE,0.9994874000549316
904,So this is how liberty dies... with thunderous applause..,2016-07-23 18:03:47+00:00,0.7351,Positive,2016-07,NEGATIVE,0.9868578910827637
905,"The GUY who RAN this Show, Big RESPECT!",2016-07-23 17:33:26+00:00,0.628,Positive,2016-07,POSITIVE,0.9985976815223694
906,Anyone listening to that fascist needs to get his head examined,2016-07-23 17:22:46+00:00,-0.5574,Negative,2016-07,NEGATIVE,0.9994454979896545
907,it is terrifying that he never explains how he will do any of these things.... i do not understand this man.,2016-07-23 17:03:30+00:00,-0.5719,Negative,2016-07,NEGATIVE,0.9995046854019165
908,"How did Obama double the debt? How? Come on, don't be shy y'all, HOW?",2016-07-23 16:03:46+00:00,-0.3182,Negative,2016-07,NEGATIVE,0.9985517859458923
909,65 minutes in... AMEN!  The 2nd Amendment ISN'T limited by geographical location; it's protections apply to ALL law-abiding US citizens!,2016-07-23 15:52:30+00:00,0.3071,Positive,2016-07,POSITIVE,0.9984544515609741
910,Ugh...the amount of stupid all concentrated in one place....this misinformed anger will really harm America.,2016-07-23 15:51:41+00:00,-0.9259,Negative,2016-07,NEGATIVE,0.9993624091148376
911,When Mr President talked about the sanctuaries it brought a tear to my eye,2016-07-23 15:40:56+00:00,0.0,Neutral,2016-07,POSITIVE,0.9985194802284241
912,"I'm very sorry, that I can't vote for Trump, because I'm German. I hope, he will be President and help his country to be a safe place.",2016-07-23 14:33:30+00:00,0.785,Positive,2016-07,NEGATIVE,0.99757319688797
913,The only problem trump has is the horrible media kissing Hillary's big fat lying rich ass!!,2016-07-23 14:10:58+00:00,-0.7494,Negative,2016-07,NEGATIVE,0.9897537231445312
914,no one can deny he's skilled in the art of the deal. what his true followers don't acknowledge is how petty and low level his deal is.,2016-07-23 14:03:47+00:00,-0.5719,Negative,2016-07,NEGATIVE,0.9994679093360901
915,He will clean those who pollute the great nation,2016-07-23 13:40:03+00:00,0.5423,Positive,2016-07,POSITIVE,0.9929736852645874
916,This vile psychopath and its sickening followers will be the end of murica... Sickening filth...,2016-07-23 13:34:50+00:00,-0.8979,Negative,2016-07,NEGATIVE,0.9993957281112671
917,"He's a fucking liar, he had the guts to say he's going to do everything in his power to protect the LGBT community and then in the same speech, he says he's going to give the evangelical Christians their power back to say whatever they want without risk of losing their tax exemption status?!",2016-07-23 09:34:55+00:00,0.3812,Positive,2016-07,NEGATIVE,0.9994639754295349
918,"I'm Native American fr New Mexico. AND I SUPPORT MR DONALD TRUMP! (one n a few..). Win this election, Mr Trump.",2016-07-23 09:29:12+00:00,0.8188,Positive,2016-07,POSITIVE,0.9986532926559448
919,"USA, USA, USA GO AWAY,  GO AWAY,  GO AWAY.",2016-07-23 08:51:21+00:00,0.0,Neutral,2016-07,NEGATIVE,0.994845986366272
920,Fantastic speech.,2016-07-23 08:42:45+00:00,0.5574,Positive,2016-07,POSITIVE,0.9986153841018677
921,We are so fucked.,2016-07-23 08:08:37+00:00,-0.7661,Negative,2016-07,NEGATIVE,0.9993492960929871
922,"Dear Lord (fuck off, atheists) please let Trump be legit. This is our last chance. If we lose this time, we lose everything. America will die. There will be no coming back from the damage. Americans will have to abandon our home because there will be no safety from tyranny.",2016-07-23 07:57:21+00:00,-0.948,Negative,2016-07,POSITIVE,0.9924880266189575
923,Americans please do not elect this guy..I only care because I live in Canada and you are our only neighbours,2016-07-23 07:50:15+00:00,0.6705,Positive,2016-07,NEGATIVE,0.9989822506904602
924,"Dickhead Trump. Surprised he didn't stray from script last night to blast Cruz during 
his speech...you know it took everything Trump had not to refer to him 
as ""Lyin Ted""...and make no mistakes Trump supporters, Trump won't sound
very smart during the debates. There will be no teleprompters to help serve up ""educated"" responses to debate questions. Feeble minded at best. Senile, fucking gritter.",2016-07-23 07:18:40+00:00,0.4282,Positive,2016-07,NEGATIVE,0.9994863271713257
925,"if Trump wins , I'm moving to sryia",2016-07-23 07:03:38+00:00,0.5719,Positive,2016-07,POSITIVE,0.9974750876426697
926,This man is a TRUE AMERICAN. This is why he has my vote for sure. Sadly I think that the left will have him assassinated because he is exposing THE TRUTH about them. If their lies are exposed then they wouldn't have any voter's any longer. At the same time most democratic voter's are forced to believe the lies and won't even begin to listen to the facts and truth. My fellow American's are waking up and it sure is a beautiful site to see. God bless you all and God bless America.,2016-07-23 07:02:53+00:00,0.9075,Positive,2016-07,POSITIVE,0.998365581035614
927,"I don't agree with everything he says, but I do believe Jobs will solve alot of the root problems in this country.",2016-07-23 06:39:45+00:00,-0.4414,Negative,2016-07,POSITIVE,0.9904654026031494
928,very bad man.,2016-07-23 06:06:25+00:00,-0.5849,Negative,2016-07,NEGATIVE,0.9994381070137024
929,They're all bullshit. independent is the way,2016-07-23 06:05:04+00:00,-0.5859,Negative,2016-07,NEGATIVE,0.9989244341850281
930,"""We are a team"", he says. Well...ya got that right Mr CEO.  Washington DC is the seat of the Federalists, and the people are citizen-slaves that are all under the District of Columbia'a tyranny.  Abolish the 14th Amendment, remove from the Trading With the Enemy Act that United States Citizens are 'the enemy'.  Stop making United States Citizens being fully responsible for Washington's debts (which is now 20 trillion dollars). Allow us to have a REAL TITLE to our property and not this tenant bull shit. Abolish Lincoln's Leibor Code. There's a lot these government pricks could do but....they wont. Mark My Words.  The ""team"" part is; any new jobs created are going to be highly taxed that FORCES you to pay off that government debt. That's what taxing you labor is all about. They pick pocket you with all types of scams because they know they have a right to do it.",2016-07-23 05:22:17+00:00,-0.8836,Negative,2016-07,NEGATIVE,0.9986175298690796
931,And why is he running??????,2016-07-23 04:39:41+00:00,0.0,Neutral,2016-07,NEGATIVE,0.9994213581085205
932,"Truly 1 of the great speeches for the ages. Lincoln, Churchill,  JFK, Reagan, Obama…you ain’t got nothing on donald drumpf. 1 week from now, looking back…you will realized this speech will have stood the test of time. 
What’s amazing is that I must have been living under a rock for most of my life. I didn’t really know that the *US of A is heading towards oblivion*. I mean, mass unemployment, mass illegal immigrants who want nothing than to hurt me and take my job, mass economic downturn, mass killings, no law & order. Oh lord, when will it end, who can turn this around??? Makes me wanna go out there and vote for this man right away, I feel as if there is no hope left for America…except for this…as the *Great Grand Wizard called him…”the white knight”*
It gave me hope in this Country of ours full of darkness and misery. 
Thank you donald drumpf…you are the light that will dispel that darkness
I actually cried while I listened to your stupendous speech. It reminded me of a song I used to listen to…I can’t remember the name…but it goes something like this…
*Hello darkness, my old friend*
*I've come to talk with you again*
*Because a vision softly creeping*
*Left its seeds while I was sleeping*
*And the vision that was planted in my brain*
*Still remains within the sound of silence*",2016-07-23 04:26:00+00:00,0.8661,Positive,2016-07,POSITIVE,0.9987879395484924
933,Life has been great! What the heck is this guy talking about?,2016-07-23 04:15:08+00:00,0.6588,Positive,2016-07,NEGATIVE,0.9994827508926392
